User ID,Agency,Year,Credit Score
4074,Yellow Banana,2020,747
4075,Experian,2023,521
4076,TransUnion,2023,321
4077,Yellow Banana,2024,630
4078,Equifax,2022,392
4079,TransUnion,2022,520
4080,TransUnion,2021,452
4081,Yellow Banana,2021,355
4082,Experian,2021,753
4083,TransUnion,2023,588
4084,Yellow Banana,2021,845
4085,Yellow Banana,2021,587
4086,Experian,2020,820
4087,Yellow Banana,2023,678
4088,TransUnion,2020,471
4089,Yellow Banana,2021,509
4090,Yellow Banana,2022,350
4091,Experian,2024,689
4092,TransUnion,2024,744
4093,TransUnion,2021,455
4094,Equifax,2022,342
4095,Equifax,2024,614
4096,Experian,2023,777
4097,TransUnion,2023,640
4098,Yellow Banana,2022,824
4099,Equifax,2022,318
4100,Equifax,2024,302
4101,TransUnion,2023,611
4102,Yellow Banana,2023,743
4103,Equifax,2020,808
4104,Experian,2021,400
4105,Equifax,2022,650
4106,Yellow Banana,2020,433
4107,TransUnion,2024,538
4108,Yellow Banana,2021,499
4109,TransUnion,2024,645
4110,TransUnion,2020,462
4111,Equifax,2021,596
4112,Experian,2023,308
4113,Yellow Banana,2020,677
4114,Equifax,2024,331
4115,Yellow Banana,2020,367
4116,Equifax,2023,604
4117,TransUnion,2024,514
4118,Yellow Banana,2024,318
4119,Yellow Banana,2020,517
4120,Yellow Banana,2021,526
4121,Yellow Banana,2021,369
4122,TransUnion,2022,339
4123,Equifax,2020,618
4124,Experian,2021,318
4125,TransUnion,2024,729
4126,Yellow Banana,2021,798
4127,Yellow Banana,2024,717
4128,Equifax,2023,410
4129,Equifax,2021,765
4130,TransUnion,2023,488
4131,Equifax,2023,724
4132,TransUnion,2024,801
4133,Equifax,2024,634
4134,Experian,2020,344
4135,Equifax,2023,684
4136,TransUnion,2021,777
4137,Equifax,2023,404
4138,TransUnion,2020,838
4139,Yellow Banana,2022,434
4140,Yellow Banana,2024,492
4141,Yellow Banana,2024,346
4142,TransUnion,2024,784
4143,Equifax,2023,777
4144,TransUnion,2024,362
4145,TransUnion,2021,432
4146,Equifax,2024,488
4147,Experian,2023,666
4148,Yellow Banana,2022,435
4149,Equifax,2021,407
4150,TransUnion,2024,392
4151,Equifax,2024,824
4152,Experian,2024,724
4153,TransUnion,2024,775
4154,Yellow Banana,2022,826
4155,Experian,2024,428
4156,Equifax,2020,458
4157,Experian,2024,340
4158,Equifax,2023,356
4159,Yellow Banana,2022,843
4160,Equifax,2024,661
4161,TransUnion,2022,813
4162,TransUnion,2023,459
4163,Equifax,2021,693
4164,Equifax,2020,319
4165,Experian,2022,679
4166,Equifax,2023,381
4167,TransUnion,2022,494
4168,Experian,2022,720
4169,Yellow Banana,2021,355
4170,Equifax,2021,468
4171,Experian,2021,643
4172,Equifax,2022,668
4173,Experian,2023,377
4174,TransUnion,2023,526
4175,Experian,2024,653
4176,Yellow Banana,2022,516
4177,TransUnion,2020,399
4178,TransUnion,2022,793
4179,TransUnion,2022,709
4180,Equifax,2022,699
4181,Equifax,2024,435
4182,TransUnion,2024,587
4183,Yellow Banana,2023,748
4184,Experian,2020,542
4185,Yellow Banana,2023,672
4186,Yellow Banana,2022,724
4187,Equifax,2022,471
4188,Experian,2020,381
4189,Experian,2020,794
4190,TransUnion,2023,306
4191,Equifax,2020,427
4192,Experian,2022,812
4193,TransUnion,2021,367
4194,Equifax,2022,440
4195,Yellow Banana,2024,700
4196,Yellow Banana,2021,499
4197,TransUnion,2023,617
4198,Experian,2024,731
4199,TransUnion,2020,362
4200,Experian,2024,391
4201,Yellow Banana,2020,719
4202,Equifax,2023,628
4203,Yellow Banana,2022,462
4204,Experian,2023,727
4205,Experian,2024,659
4206,TransUnion,2024,592
4207,Equifax,2020,430
4208,Equifax,2022,639
4209,Experian,2024,770
4210,Yellow Banana,2020,825
4211,Experian,2021,697
4212,Equifax,2021,783
4213,Equifax,2022,554
4214,Yellow Banana,2022,460
4215,Equifax,2021,560
4216,Equifax,2023,825
4217,Equifax,2024,606
4218,Experian,2020,693
4219,Experian,2023,828
4220,Experian,2024,363
4221,Yellow Banana,2023,352
4222,TransUnion,2023,772
4223,Yellow Banana,2024,565
4224,TransUnion,2022,790
4225,Equifax,2023,417
4226,TransUnion,2021,478
4227,Yellow Banana,2020,369
4228,Yellow Banana,2024,426
4229,Experian,2022,760
4230,Experian,2020,819
4231,Experian,2024,482
4232,TransUnion,2020,574
4233,TransUnion,2024,384
4234,TransUnion,2023,429
4235,Experian,2024,408
4236,Equifax,2022,764
4237,Equifax,2020,819
4238,Experian,2020,696
4239,Yellow Banana,2020,568
4240,TransUnion,2024,639
4241,Experian,2021,709
4242,TransUnion,2020,718
4243,Experian,2020,781
4244,Equifax,2023,521
4245,Experian,2022,528
4246,Yellow Banana,2022,535
4247,Yellow Banana,2022,539
4248,Yellow Banana,2022,618
4249,TransUnion,2024,657
4250,Yellow Banana,2022,688
4251,Yellow Banana,2020,471
4252,Yellow Banana,2020,680
4253,Yellow Banana,2020,690
4254,Experian,2020,802
4255,Yellow Banana,2024,794
4256,TransUnion,2024,351
4257,Yellow Banana,2020,322
4258,Experian,2022,487
4259,Equifax,2023,424
4260,TransUnion,2024,607
4261,Yellow Banana,2023,309
4262,TransUnion,2024,751
4263,TransUnion,2023,762
4264,Equifax,2020,700
4265,Yellow Banana,2023,793
4266,Equifax,2020,528
4267,Equifax,2021,595
4268,TransUnion,2021,616
4269,Experian,2020,596
4270,Yellow Banana,2023,316
4271,Yellow Banana,2024,403
4272,Equifax,2022,832
4273,TransUnion,2021,584
4274,Experian,2023,319
4275,Experian,2023,611
4276,Experian,2020,632
4277,Equifax,2022,385
4278,Yellow Banana,2021,583
4279,Yellow Banana,2022,653
4280,TransUnion,2023,470
4281,Experian,2023,400
4282,Experian,2022,309
4283,Equifax,2022,655
4284,Yellow Banana,2022,327
4285,Experian,2020,794
4286,Experian,2024,521
4287,Experian,2024,641
4288,Equifax,2021,695
4289,Equifax,2021,633
4290,TransUnion,2020,554
4291,Equifax,2020,809
4292,Yellow Banana,2024,766
4293,Yellow Banana,2021,542
4294,TransUnion,2020,710
4295,TransUnion,2020,557
4296,Equifax,2023,430
4297,TransUnion,2021,679
4298,Equifax,2020,782
4299,Yellow Banana,2021,445
4300,Experian,2023,344
4301,Yellow Banana,2024,850
4302,Yellow Banana,2024,353
4303,Experian,2021,330
4304,Yellow Banana,2020,673
4305,Equifax,2023,405
4306,Yellow Banana,2020,369
4307,TransUnion,2024,410
4308,Yellow Banana,2020,717
4309,TransUnion,2023,747
4310,Equifax,2021,684
4311,TransUnion,2024,674
4312,Experian,2020,597
4313,Experian,2022,753
4314,TransUnion,2020,678
4315,Equifax,2020,713
4316,Yellow Banana,2022,610
4317,TransUnion,2021,481
4318,TransUnion,2022,499
4319,Equifax,2024,521
4320,Experian,2023,342
4321,Experian,2022,409
4322,TransUnion,2022,792
4323,TransUnion,2023,637
4324,TransUnion,2023,783
4325,Equifax,2024,627
4326,Yellow Banana,2022,626
4327,Yellow Banana,2021,463
4328,Experian,2024,323
4329,Yellow Banana,2022,671
4330,Yellow Banana,2020,627
4331,Experian,2023,408
4332,Equifax,2022,580
4333,Equifax,2020,808
4334,Experian,2023,444
4335,Experian,2023,731
4336,Experian,2022,630
4337,Yellow Banana,2024,551
4338,TransUnion,2023,447
4339,Equifax,2023,392
4340,TransUnion,2023,528
4341,Equifax,2023,666
4342,Yellow Banana,2021,390
4343,Equifax,2024,585
4344,Equifax,2020,825
4345,Yellow Banana,2024,724
4346,Equifax,2024,608
4347,TransUnion,2024,446
4348,TransUnion,2021,740
4349,TransUnion,2023,606
4350,Experian,2023,438
4351,Experian,2020,503
4352,Experian,2020,587
4353,Yellow Banana,2024,316
4354,TransUnion,2024,783
4355,TransUnion,2023,390
4356,Yellow Banana,2022,459
4357,Experian,2023,413
4358,Equifax,2021,545
4359,Equifax,2022,544
4360,Experian,2021,627
4361,Equifax,2021,706
4362,TransUnion,2020,760
4363,TransUnion,2022,475
4364,Yellow Banana,2020,775
4365,Yellow Banana,2024,455
4366,Yellow Banana,2020,478
4367,Equifax,2023,839
4368,TransUnion,2021,670
4369,TransUnion,2022,554
4370,Yellow Banana,2023,733
4371,Yellow Banana,2023,685
4372,Yellow Banana,2023,443
4373,Equifax,2022,793
4374,Experian,2020,472
4375,Experian,2022,464
4376,Equifax,2024,787
4377,Yellow Banana,2023,664
4378,Yellow Banana,2021,732
4379,TransUnion,2023,616
4380,TransUnion,2022,827
4381,Yellow Banana,2022,573
4382,Yellow Banana,2022,767
4383,Yellow Banana,2023,728
4384,Yellow Banana,2022,373
4385,Yellow Banana,2021,595
4386,TransUnion,2020,430
4387,Yellow Banana,2022,446
4388,Equifax,2021,537
4389,Experian,2023,760
4390,Yellow Banana,2024,661
4391,Equifax,2024,654
4392,Experian,2021,645
4393,Yellow Banana,2023,850
4394,TransUnion,2021,778
4395,Experian,2021,545
4396,Experian,2021,386
4397,Yellow Banana,2021,402
4398,Yellow Banana,2020,304
4399,Equifax,2024,648
4400,Experian,2023,605
4401,TransUnion,2020,490
4402,TransUnion,2021,842
4403,TransUnion,2020,733
4404,Experian,2020,424
4405,Equifax,2022,579
4406,Experian,2023,317
4407,Yellow Banana,2021,675
4408,Yellow Banana,2022,335
4409,Equifax,2024,607
4410,Yellow Banana,2021,815
4411,Experian,2021,468
4412,Equifax,2022,651
4413,TransUnion,2024,599
4414,Experian,2024,327
4415,Experian,2020,673
4416,Experian,2024,813
4417,TransUnion,2022,666
4418,Equifax,2024,451
4419,Yellow Banana,2023,302
4420,TransUnion,2023,802
4421,TransUnion,2024,593
4422,Yellow Banana,2023,445
4423,Yellow Banana,2022,849
4424,Yellow Banana,2021,645
4425,Experian,2021,582
4426,Equifax,2020,535
4427,Yellow Banana,2021,562
4428,Experian,2022,585
4429,Equifax,2022,708
4430,Equifax,2024,430
4431,Yellow Banana,2021,530
4432,Experian,2023,562
4433,Yellow Banana,2023,717
4434,Equifax,2021,422
4435,TransUnion,2022,690
4436,Yellow Banana,2020,653
4437,TransUnion,2021,676
4438,Yellow Banana,2021,337
4439,TransUnion,2023,357
4440,TransUnion,2024,569
4441,TransUnion,2020,609
4442,Yellow Banana,2020,823
4443,Experian,2023,373
4444,Yellow Banana,2023,789
4445,Yellow Banana,2024,550
4446,Equifax,2024,332
4447,Experian,2023,454
4448,Equifax,2024,676
4449,TransUnion,2020,786
4450,TransUnion,2020,374
4451,TransUnion,2022,594
4452,Experian,2022,396
4453,Yellow Banana,2023,310
4454,TransUnion,2023,412
4455,Experian,2023,850
4456,Yellow Banana,2023,749
4457,Yellow Banana,2024,713
4458,Yellow Banana,2023,563
4459,Equifax,2024,820
4460,Yellow Banana,2020,338
4461,Experian,2024,765
4462,Experian,2022,378
4463,Equifax,2024,702
4464,Experian,2021,317
4465,Yellow Banana,2020,400
4466,Equifax,2020,808
4467,Equifax,2020,643
4468,Experian,2024,800
4469,Yellow Banana,2024,404
4470,TransUnion,2024,332
4471,Experian,2020,698
4472,Experian,2024,538
4473,TransUnion,2023,600
4474,Equifax,2024,350
4475,Yellow Banana,2024,504
4476,Yellow Banana,2024,549
4477,Experian,2022,712
4478,TransUnion,2021,638
4479,TransUnion,2020,420
4480,TransUnion,2022,398
4481,TransUnion,2021,827
4482,Equifax,2021,633
4483,TransUnion,2024,364
4484,Equifax,2020,825
4485,Equifax,2021,506
4486,TransUnion,2021,727
4487,Yellow Banana,2024,517
4488,TransUnion,2021,678
4489,Equifax,2023,503
4490,TransUnion,2022,494
4491,Experian,2022,708
4492,Experian,2020,429
4493,Yellow Banana,2022,500
4494,Experian,2022,302
4495,TransUnion,2022,660
4496,Experian,2021,459
4497,Equifax,2022,304
4498,TransUnion,2020,339
4499,Yellow Banana,2022,710
4500,Equifax,2024,393
4501,Experian,2024,773
4502,Equifax,2022,490
4503,Equifax,2020,510
4504,TransUnion,2023,301
4505,TransUnion,2020,343
4506,TransUnion,2021,639
4507,Yellow Banana,2022,528
4508,Yellow Banana,2022,597
4509,Experian,2024,401
4510,TransUnion,2024,567
4511,Equifax,2024,668
4512,Experian,2024,629
4513,TransUnion,2023,694
4514,Equifax,2021,723
4515,Yellow Banana,2024,447
4516,Experian,2020,436
4517,TransUnion,2020,631
4518,Experian,2023,572
4519,Yellow Banana,2024,453
4520,Equifax,2022,801
4521,TransUnion,2021,849
4522,TransUnion,2021,466
4523,Yellow Banana,2020,375
4524,Experian,2022,422
4525,Equifax,2022,824
4526,TransUnion,2021,698
4527,TransUnion,2023,321
4528,Equifax,2024,518
4529,Yellow Banana,2024,498
4530,Equifax,2021,815
4531,Equifax,2024,516
4532,Equifax,2021,328
4533,Yellow Banana,2021,558
4534,Yellow Banana,2022,724
4535,Yellow Banana,2024,355
4536,Equifax,2021,425
4537,Equifax,2023,416
4538,Equifax,2022,686
4539,TransUnion,2020,799
4540,TransUnion,2024,811
4541,Experian,2022,703
4542,TransUnion,2022,331
4543,Experian,2020,691
4544,TransUnion,2024,751
4545,TransUnion,2024,574
4546,Equifax,2020,431
4547,Equifax,2022,693
4548,Equifax,2023,342
4549,Experian,2020,764
4550,Experian,2022,487
4551,Yellow Banana,2024,823
4552,Equifax,2020,441
4553,TransUnion,2021,446
4554,Experian,2020,631
4555,Equifax,2020,438
4556,Equifax,2021,662
4557,TransUnion,2022,385
4558,Experian,2020,319
4559,Equifax,2022,694
4560,Experian,2022,482
4561,Equifax,2021,630
4562,Equifax,2023,437
4563,Yellow Banana,2022,358
4564,Yellow Banana,2023,682
4565,Yellow Banana,2023,653
4566,TransUnion,2020,320
4567,Experian,2021,554
4568,TransUnion,2021,365
4569,Experian,2022,346
4570,Equifax,2022,797
4571,Yellow Banana,2023,822
4572,Experian,2020,413
4573,Experian,2023,548
4574,Equifax,2023,350
4575,Experian,2024,703
4576,Yellow Banana,2021,594
4577,Experian,2020,462
4578,Experian,2020,724
4579,Equifax,2024,825
4580,Experian,2024,424
4581,Experian,2024,782
4582,TransUnion,2023,422
4583,Yellow Banana,2023,306
4584,Experian,2020,610
4585,Experian,2023,410
4586,TransUnion,2023,342
4587,Equifax,2022,629
4588,Experian,2021,583
4589,TransUnion,2023,526
4590,Equifax,2022,630
4591,Yellow Banana,2024,696
4592,Experian,2022,627
4593,Equifax,2023,639
4594,Equifax,2022,617
4595,Experian,2023,575
4596,Equifax,2023,505
4597,Experian,2022,726
4598,TransUnion,2022,563
4599,Equifax,2024,789
4600,TransUnion,2023,737
4601,Experian,2022,795
4602,Experian,2021,796
4603,Experian,2023,564
4604,Experian,2022,598
4605,Experian,2024,671
4606,TransUnion,2024,734
4607,Experian,2022,599
4608,Experian,2022,401
4609,Experian,2024,750
4610,TransUnion,2023,791
4611,Equifax,2021,777
4612,Experian,2024,721
4613,TransUnion,2020,546
4614,Yellow Banana,2023,495
4615,Yellow Banana,2024,384
4616,Yellow Banana,2024,560
4617,Experian,2020,380
4618,Equifax,2020,625
4619,Experian,2024,655
4620,Yellow Banana,2024,449
4621,Yellow Banana,2020,688
4622,Yellow Banana,2022,825
4623,TransUnion,2020,614
4624,Yellow Banana,2024,582
4625,Yellow Banana,2022,731
4626,Yellow Banana,2022,325
4627,TransUnion,2024,304
4628,Equifax,2023,485
4629,Experian,2024,459
4630,Experian,2022,529
4631,Experian,2020,464
4632,Yellow Banana,2020,843
4633,Yellow Banana,2021,362
4634,Equifax,2024,846
4635,Experian,2024,330
4636,Experian,2024,381
4637,Yellow Banana,2023,494
4638,Yellow Banana,2024,755
4639,Experian,2024,372
4640,Equifax,2024,807
4641,Equifax,2022,767
4642,Equifax,2024,591
4643,Yellow Banana,2021,765
4644,Equifax,2023,732
4645,Experian,2023,767
4646,TransUnion,2023,381
4647,Equifax,2021,404
4648,Equifax,2022,316
4649,Equifax,2020,385
4650,Experian,2021,686
4651,TransUnion,2024,575
4652,Equifax,2021,530
4653,Yellow Banana,2023,565
4654,TransUnion,2024,756
4655,Yellow Banana,2023,380
4656,TransUnion,2020,466
4657,Equifax,2020,470
4658,TransUnion,2022,302
4659,Experian,2022,583
4660,Yellow Banana,2024,762
4661,Experian,2020,454
4662,TransUnion,2021,301
4663,TransUnion,2021,467
4664,Yellow Banana,2023,525
4665,Equifax,2023,458
4666,Yellow Banana,2021,760
4667,Experian,2022,820
4668,TransUnion,2022,422
4669,Experian,2022,803
4670,Experian,2020,691
4671,TransUnion,2022,828
4672,Experian,2021,675
4673,Experian,2020,833
4674,TransUnion,2023,513
4675,Equifax,2024,591
4676,Equifax,2022,455
4677,Yellow Banana,2020,325
4678,Experian,2023,366
4679,Yellow Banana,2021,408
4680,TransUnion,2023,473
4681,Yellow Banana,2020,783
4682,TransUnion,2022,766
4683,Yellow Banana,2020,711
4684,Equifax,2024,449
4685,Experian,2022,440
4686,TransUnion,2020,715
4687,Equifax,2021,301
4688,TransUnion,2023,805
4689,Experian,2022,420
4690,Equifax,2024,739
4691,Experian,2021,814
4692,TransUnion,2022,315
4693,Equifax,2024,530
4694,TransUnion,2020,820
4695,Equifax,2024,536
4696,Yellow Banana,2023,423
4697,Experian,2024,643
4698,Experian,2023,660
4699,TransUnion,2020,338
4700,Equifax,2022,328
4701,Yellow Banana,2024,750
4702,Experian,2020,839
4703,Yellow Banana,2023,843
4704,Experian,2020,388
4705,TransUnion,2023,619
4706,Equifax,2023,762
4707,Equifax,2020,716
4708,Experian,2020,719
4709,Equifax,2022,678
4710,Experian,2021,823
4711,Equifax,2024,360
4712,Yellow Banana,2023,582
4713,TransUnion,2022,686
4714,Equifax,2024,405
4715,Experian,2021,733
4716,Yellow Banana,2020,539
4717,Experian,2023,537
4718,Yellow Banana,2022,847
4719,Equifax,2023,464
4720,Equifax,2024,361
4721,Equifax,2020,552
4722,TransUnion,2021,317
4723,Experian,2021,478
4724,Equifax,2021,489
4725,TransUnion,2022,461
4726,TransUnion,2023,503
4727,Yellow Banana,2024,391
4728,Equifax,2020,428
4729,TransUnion,2020,628
4730,Yellow Banana,2023,432
4731,Experian,2020,372
4732,Experian,2021,437
4733,Yellow Banana,2021,646
4734,Experian,2020,400
4735,Experian,2024,434
4736,TransUnion,2020,376
4737,Yellow Banana,2020,376
4738,TransUnion,2021,465
4739,TransUnion,2022,806
4740,Equifax,2024,849
4741,TransUnion,2024,819
4742,Experian,2021,612
4743,TransUnion,2020,318
4744,Yellow Banana,2022,593
4745,Yellow Banana,2023,308
4746,Yellow Banana,2023,308
4747,Yellow Banana,2020,651
4748,Yellow Banana,2020,320
4749,Experian,2022,568
4750,Experian,2021,310
4751,Experian,2023,543
4752,TransUnion,2024,825
4753,Yellow Banana,2021,738
4754,Yellow Banana,2021,751
4755,Yellow Banana,2022,676
4756,TransUnion,2023,512
4757,Yellow Banana,2020,823
4758,Experian,2020,396
4759,Yellow Banana,2021,332
4760,Experian,2020,691
4761,TransUnion,2023,484
4762,Experian,2022,604
4763,Equifax,2022,765
4764,Experian,2022,544
4765,Yellow Banana,2020,662
4766,TransUnion,2024,611
4767,TransUnion,2022,846
4768,Experian,2023,444
4769,Experian,2021,457
4770,Equifax,2023,838
4771,Equifax,2020,339
4772,Yellow Banana,2024,539
4773,TransUnion,2023,516
4774,TransUnion,2023,323
4775,Experian,2024,711
4776,Yellow Banana,2021,572
4777,Equifax,2020,520
4778,TransUnion,2024,757
4779,Equifax,2020,586
4780,Yellow Banana,2020,426
4781,Experian,2020,700
4782,TransUnion,2024,323
4783,TransUnion,2020,538
4784,Yellow Banana,2022,357
4785,Equifax,2023,769
4786,Equifax,2020,516
4787,Yellow Banana,2021,668
4788,Experian,2023,326
4789,TransUnion,2022,491
4790,Experian,2023,723
4791,Equifax,2021,549
4792,Experian,2024,325
4793,Equifax,2024,529
4794,Experian,2024,314
4795,Yellow Banana,2024,490
4796,Experian,2020,661
4797,TransUnion,2021,564
4798,TransUnion,2023,593
4799,TransUnion,2023,358
4800,Yellow Banana,2022,675
4801,Experian,2024,837
4802,Equifax,2022,334
4803,Experian,2021,560
4804,Experian,2023,304
4805,TransUnion,2022,497
4806,Equifax,2021,849
4807,Equifax,2021,774
4808,Experian,2024,392
4809,Equifax,2024,686
4810,Experian,2022,522
4811,Experian,2022,734
4812,Yellow Banana,2022,675
4813,Yellow Banana,2021,518
4814,Equifax,2021,551
4815,Yellow Banana,2024,539
4816,TransUnion,2023,501
4817,Yellow Banana,2024,562
4818,Yellow Banana,2021,772
4819,TransUnion,2023,393
4820,TransUnion,2020,845
4821,Experian,2020,506
4822,Yellow Banana,2022,619
4823,Equifax,2022,654
4824,Yellow Banana,2020,823
4825,Equifax,2024,544
4826,Yellow Banana,2023,661
4827,Yellow Banana,2021,431
4828,TransUnion,2020,307
4829,TransUnion,2022,460
4830,Yellow Banana,2024,461
4831,Yellow Banana,2023,837
4832,Yellow Banana,2024,584
4833,Yellow Banana,2022,565
4834,Experian,2021,633
4835,Experian,2021,632
4836,Yellow Banana,2023,777
4837,Experian,2024,522
4838,Equifax,2023,370
4839,Yellow Banana,2023,694
4840,Experian,2020,384
4841,TransUnion,2024,559
4842,Experian,2024,476
4843,TransUnion,2021,359
4844,Experian,2023,778
4845,TransUnion,2023,479
4846,TransUnion,2021,583
4847,Experian,2021,781
4848,Equifax,2023,799
4849,Equifax,2022,663
4850,Yellow Banana,2024,786
4851,Equifax,2021,507
4852,Equifax,2020,679
4853,Experian,2020,756
4854,Equifax,2024,828
4855,TransUnion,2022,481
4856,TransUnion,2024,618
4857,Yellow Banana,2024,526
4858,TransUnion,2024,721
4859,Equifax,2024,824
4860,TransUnion,2022,461
4861,Yellow Banana,2021,727
4862,Experian,2021,312
4863,Equifax,2020,457
4864,Yellow Banana,2021,490
4865,Experian,2023,395
4866,TransUnion,2024,826
4867,Experian,2021,619
4868,Experian,2023,309
4869,Yellow Banana,2020,332
4870,Experian,2022,812
4871,Equifax,2024,480
4872,Equifax,2021,727
4873,Experian,2021,572
4874,Experian,2021,706
4875,Experian,2020,335
4876,Experian,2024,749
4877,Experian,2021,692
4878,Yellow Banana,2020,648
4879,TransUnion,2023,809
4880,Experian,2021,371
4881,Yellow Banana,2024,600
4882,Experian,2021,628
4883,Equifax,2020,773
4884,Equifax,2023,655
4885,Equifax,2020,439
4886,TransUnion,2021,320
4887,Yellow Banana,2023,463
4888,Experian,2021,728
4889,TransUnion,2023,502
4890,Yellow Banana,2021,317
4891,Experian,2020,568
4892,TransUnion,2023,773
4893,TransUnion,2020,727
4894,Yellow Banana,2022,622
4895,Equifax,2024,788
4896,Equifax,2021,827
4897,TransUnion,2023,699
4898,TransUnion,2024,476
4899,Equifax,2023,616
4900,Equifax,2024,395
4901,Equifax,2021,401
4902,TransUnion,2023,313
4903,Yellow Banana,2021,423
4904,Experian,2023,442
4905,Experian,2020,834
4906,Equifax,2021,807
4907,TransUnion,2021,792
4908,Equifax,2024,727
4909,TransUnion,2020,477
4910,TransUnion,2021,601
4911,Equifax,2023,642
4912,Experian,2024,454
4913,Yellow Banana,2024,409
4914,Equifax,2020,532
4915,Equifax,2024,562
4916,TransUnion,2022,682
4917,Yellow Banana,2022,763
4918,Yellow Banana,2021,704
4919,Equifax,2023,409
4920,Experian,2024,661
4921,Yellow Banana,2023,848
4922,TransUnion,2022,487
4923,Yellow Banana,2023,357
4924,Experian,2022,701
4925,TransUnion,2024,614
4926,Equifax,2021,454
4927,Yellow Banana,2021,767
4928,Equifax,2022,372
4929,Experian,2021,392
4930,Yellow Banana,2024,309
4931,Equifax,2024,368
4932,Equifax,2023,819
4933,Experian,2022,841
4934,Equifax,2020,772
4935,Equifax,2021,674
4936,Equifax,2020,331
4937,Yellow Banana,2020,477
4938,Equifax,2021,417
4939,Experian,2021,416
4940,TransUnion,2020,763
4941,Experian,2024,442
4942,Equifax,2020,639
4943,Experian,2022,449
4944,TransUnion,2024,738
4945,Yellow Banana,2020,366
4946,TransUnion,2023,562
4947,Equifax,2023,605
4948,Equifax,2022,662
4949,TransUnion,2024,410
4950,Experian,2022,827
4951,TransUnion,2022,479
4952,Experian,2024,446
4953,Yellow Banana,2022,820
4954,Equifax,2020,616
4955,Experian,2024,843
4956,Equifax,2024,330
4957,Yellow Banana,2023,788
4958,TransUnion,2022,541
4959,Equifax,2021,733
4960,Experian,2022,758
4961,TransUnion,2024,657
4962,Equifax,2021,427
4963,Equifax,2023,439
4964,Equifax,2024,802
4965,Yellow Banana,2021,630
4966,Equifax,2023,416
4967,Equifax,2021,668
4968,Experian,2020,360
4969,Equifax,2020,610
4970,Experian,2020,505
4971,TransUnion,2023,369
4972,Equifax,2020,819
4973,Yellow Banana,2022,834
4974,Equifax,2024,660
4975,Equifax,2020,720
4976,TransUnion,2022,456
4977,Equifax,2021,671
4978,Experian,2020,540
4979,TransUnion,2020,403
4980,Yellow Banana,2020,539
4981,Yellow Banana,2024,373
4982,Experian,2023,590
4983,Yellow Banana,2023,542
4984,Experian,2022,811
4985,TransUnion,2024,562
4986,Equifax,2022,562
4987,Experian,2024,598
4988,Experian,2021,837
4989,TransUnion,2023,823
4990,Yellow Banana,2021,527
4991,Experian,2022,620
4992,Equifax,2022,356
4993,Experian,2023,664
4994,TransUnion,2023,796
4995,Yellow Banana,2021,523
4996,TransUnion,2020,511
4997,Yellow Banana,2021,406
4998,Experian,2022,712
4999,Yellow Banana,2022,812
5000,Yellow Banana,2023,697
5001,TransUnion,2022,597
5002,Experian,2022,532
5003,Equifax,2021,392
5004,Yellow Banana,2024,450
5005,Equifax,2021,370
5006,Yellow Banana,2023,391
5007,Experian,2021,824
5008,Experian,2024,519
5009,Yellow Banana,2022,809
5010,Yellow Banana,2023,571
5011,TransUnion,2021,615
5012,TransUnion,2020,565
5013,Yellow Banana,2024,765
