User ID,Agency,Year,Credit Score
8088,Experian,2020,576
8089,Experian,2022,420
8090,TransUnion,2022,787
8091,Yellow Banana,2021,489
8092,TransUnion,2022,372
8093,Equifax,2022,399
8094,TransUnion,2022,790
8095,Equifax,2021,405
8096,TransUnion,2023,418
8097,Yellow Banana,2020,521
8098,Experian,2023,347
8099,Experian,2020,538
8100,Yellow Banana,2024,837
8101,Experian,2024,518
8102,Equifax,2020,710
8103,Equifax,2023,339
8104,Yellow Banana,2022,577
8105,TransUnion,2020,433
8106,TransUnion,2023,331
8107,Experian,2021,507
8108,Equifax,2023,807
8109,Experian,2024,501
8110,TransUnion,2022,429
8111,Experian,2020,346
8112,Yellow Banana,2021,306
8113,Equifax,2021,465
8114,Yellow Banana,2020,433
8115,Experian,2022,828
8116,Experian,2020,305
8117,TransUnion,2023,421
8118,Yellow Banana,2023,399
8119,TransUnion,2021,658
8120,Equifax,2020,540
8121,Yellow Banana,2020,603
8122,Experian,2024,693
8123,TransUnion,2021,711
8124,Equifax,2024,421
8125,Experian,2020,739
8126,Equifax,2023,384
8127,Equifax,2024,511
8128,TransUnion,2021,398
8129,Equifax,2022,308
8130,Yellow Banana,2020,444
8131,Equifax,2022,602
8132,Equifax,2021,476
8133,Equifax,2022,361
8134,Yellow Banana,2021,755
8135,TransUnion,2022,663
8136,Yellow Banana,2022,352
8137,Equifax,2023,734
8138,TransUnion,2024,391
8139,Equifax,2022,662
8140,Yellow Banana,2024,326
8141,TransUnion,2022,618
8142,Experian,2022,556
8143,Equifax,2021,523
8144,Equifax,2022,352
8145,Equifax,2023,386
8146,Equifax,2024,648
8147,Yellow Banana,2021,453
8148,Yellow Banana,2021,488
8149,Equifax,2024,351
8150,Equifax,2024,469
8151,Experian,2022,767
8152,TransUnion,2024,795
8153,Yellow Banana,2024,730
8154,Equifax,2021,435
8155,Experian,2021,831
8156,Equifax,2024,549
8157,TransUnion,2020,735
8158,Equifax,2022,394
8159,Equifax,2021,687
8160,Equifax,2023,697
8161,Equifax,2022,811
8162,Yellow Banana,2023,456
8163,TransUnion,2024,327
8164,Yellow Banana,2024,420
8165,TransUnion,2022,589
8166,TransUnion,2022,665
8167,Experian,2022,772
8168,TransUnion,2020,554
8169,Equifax,2024,371
8170,TransUnion,2024,678
8171,TransUnion,2022,439
8172,Equifax,2022,623
8173,Experian,2020,657
8174,Experian,2022,490
8175,Equifax,2021,638
8176,Equifax,2024,506
8177,Experian,2023,624
8178,Yellow Banana,2024,697
8179,Equifax,2022,536
8180,TransUnion,2023,349
8181,Equifax,2020,710
8182,TransUnion,2022,836
8183,Experian,2020,796
8184,Equifax,2022,322
8185,Yellow Banana,2020,498
8186,Yellow Banana,2020,400
8187,TransUnion,2022,486
8188,TransUnion,2024,435
8189,TransUnion,2022,634
8190,Yellow Banana,2023,776
8191,Equifax,2022,719
8192,Yellow Banana,2024,850
8193,Yellow Banana,2024,825
8194,Equifax,2021,358
8195,Yellow Banana,2020,383
8196,Yellow Banana,2020,696
8197,Yellow Banana,2021,840
8198,Experian,2024,791
8199,Yellow Banana,2022,801
8200,TransUnion,2023,598
8201,Experian,2022,491
8202,Yellow Banana,2024,423
8203,Experian,2020,300
8204,Experian,2024,659
8205,Yellow Banana,2021,621
8206,Equifax,2024,833
8207,Equifax,2020,331
8208,Equifax,2021,332
8209,Equifax,2023,332
8210,Experian,2024,343
8211,Experian,2023,696
8212,Yellow Banana,2020,630
8213,Equifax,2022,327
8214,TransUnion,2021,488
8215,Equifax,2021,666
8216,Experian,2024,324
8217,TransUnion,2021,764
8218,Yellow Banana,2023,526
8219,Yellow Banana,2022,474
8220,TransUnion,2020,485
8221,TransUnion,2021,702
8222,Equifax,2022,368
8223,TransUnion,2022,833
8224,Equifax,2022,340
8225,Experian,2024,465
8226,Experian,2023,307
8227,TransUnion,2022,439
8228,Equifax,2020,801
8229,Equifax,2024,518
8230,TransUnion,2021,450
8231,Yellow Banana,2022,448
8232,Equifax,2020,522
8233,Equifax,2020,385
8234,Yellow Banana,2020,820
8235,Yellow Banana,2020,360
8236,TransUnion,2020,848
8237,Yellow Banana,2021,791
8238,Equifax,2022,348
8239,Experian,2021,376
8240,Yellow Banana,2024,671
8241,Equifax,2021,568
8242,TransUnion,2020,737
8243,Experian,2022,705
8244,Experian,2022,642
8245,Yellow Banana,2024,420
8246,TransUnion,2023,383
8247,Experian,2021,553
8248,TransUnion,2022,330
8249,Equifax,2022,574
8250,Equifax,2024,694
8251,Equifax,2023,593
8252,TransUnion,2021,385
8253,Experian,2021,302
8254,Equifax,2021,744
8255,Yellow Banana,2020,811
8256,TransUnion,2022,377
8257,Equifax,2021,545
8258,Equifax,2024,690
8259,TransUnion,2024,461
8260,Equifax,2020,670
8261,Equifax,2022,788
8262,Yellow Banana,2020,366
8263,Equifax,2023,579
8264,TransUnion,2020,639
8265,Yellow Banana,2022,730
8266,Equifax,2022,511
8267,Yellow Banana,2023,797
8268,Experian,2020,635
8269,Experian,2020,772
8270,Equifax,2022,606
8271,Experian,2021,399
8272,Equifax,2022,318
8273,TransUnion,2021,706
8274,Yellow Banana,2022,515
8275,TransUnion,2023,414
8276,Experian,2023,807
8277,TransUnion,2023,699
8278,Experian,2022,680
8279,Yellow Banana,2021,671
8280,Yellow Banana,2020,415
8281,Equifax,2021,678
8282,Experian,2020,655
8283,Experian,2024,633
8284,Yellow Banana,2022,458
8285,Equifax,2023,316
8286,Yellow Banana,2021,313
8287,TransUnion,2022,382
8288,Experian,2020,762
8289,Yellow Banana,2024,683
8290,Yellow Banana,2020,521
8291,Experian,2024,635
8292,Equifax,2022,735
8293,Experian,2021,590
8294,Experian,2024,779
8295,Equifax,2021,703
8296,Experian,2024,679
8297,TransUnion,2024,445
8298,TransUnion,2024,672
8299,Experian,2021,366
8300,Yellow Banana,2020,770
8301,Equifax,2020,311
8302,Equifax,2024,534
8303,Yellow Banana,2022,423
8304,Experian,2021,610
8305,Experian,2023,803
8306,TransUnion,2022,582
8307,Yellow Banana,2020,405
8308,Experian,2024,526
8309,Equifax,2021,308
8310,Equifax,2022,391
8311,TransUnion,2021,460
8312,Experian,2024,352
8313,Equifax,2022,472
8314,Experian,2020,506
8315,TransUnion,2020,433
8316,Experian,2021,813
8317,TransUnion,2020,472
8318,Equifax,2021,572
8319,TransUnion,2022,563
8320,Yellow Banana,2021,310
8321,Yellow Banana,2020,374
8322,Equifax,2024,829
8323,TransUnion,2023,492
8324,Experian,2020,740
8325,Experian,2020,609
8326,Experian,2021,346
8327,Experian,2022,512
8328,TransUnion,2020,655
8329,Equifax,2023,371
8330,TransUnion,2023,418
8331,Equifax,2024,387
8332,TransUnion,2020,421
8333,Equifax,2021,438
8334,Experian,2021,819
8335,Experian,2020,760
8336,Experian,2022,573
8337,Experian,2024,398
8338,Yellow Banana,2024,323
8339,Yellow Banana,2021,572
8340,Yellow Banana,2024,749
8341,Equifax,2023,648
8342,TransUnion,2024,333
8343,Equifax,2020,748
8344,Equifax,2022,841
8345,TransUnion,2022,592
8346,Equifax,2021,521
8347,Equifax,2021,788
8348,Yellow Banana,2021,327
8349,Experian,2022,842
8350,Yellow Banana,2022,326
8351,TransUnion,2021,837
8352,Yellow Banana,2022,757
8353,Yellow Banana,2022,354
8354,Equifax,2021,641
8355,TransUnion,2023,819
8356,TransUnion,2022,445
8357,Yellow Banana,2021,834
8358,Equifax,2021,606
8359,Experian,2023,388
8360,Equifax,2020,363
8361,Experian,2024,399
8362,Equifax,2020,468
8363,Experian,2021,703
8364,Experian,2024,531
8365,TransUnion,2021,728
8366,Experian,2020,729
8367,Equifax,2022,391
8368,Experian,2022,697
8369,Experian,2022,532
8370,Experian,2020,330
8371,Yellow Banana,2024,746
8372,TransUnion,2020,302
8373,Yellow Banana,2023,428
8374,Equifax,2022,544
8375,TransUnion,2023,529
8376,Equifax,2023,707
8377,Experian,2023,464
8378,Experian,2020,761
8379,TransUnion,2024,488
8380,Equifax,2024,585
8381,Equifax,2023,829
8382,TransUnion,2024,552
8383,Experian,2020,646
8384,Experian,2023,811
8385,Equifax,2020,392
8386,Experian,2022,552
8387,Experian,2023,654
8388,Experian,2024,621
8389,Experian,2024,674
8390,Experian,2021,619
8391,Equifax,2022,816
8392,TransUnion,2020,727
8393,Experian,2021,577
8394,Yellow Banana,2023,365
8395,Experian,2023,753
8396,Experian,2024,695
8397,TransUnion,2020,510
8398,Experian,2022,814
8399,Experian,2024,555
8400,Yellow Banana,2024,801
8401,Yellow Banana,2020,336
8402,Yellow Banana,2022,607
8403,Equifax,2022,801
8404,Yellow Banana,2024,554
8405,TransUnion,2021,564
8406,Equifax,2023,473
8407,Equifax,2020,583
8408,Yellow Banana,2020,543
8409,TransUnion,2024,801
8410,Experian,2022,335
8411,TransUnion,2020,417
8412,TransUnion,2023,344
8413,TransUnion,2024,332
8414,Experian,2024,556
8415,Yellow Banana,2024,622
8416,Experian,2021,688
8417,Equifax,2022,588
8418,Yellow Banana,2022,520
8419,Experian,2024,649
8420,Yellow Banana,2022,382
8421,Equifax,2021,732
8422,Experian,2022,408
8423,Yellow Banana,2022,767
8424,Yellow Banana,2024,360
8425,Yellow Banana,2021,656
8426,Experian,2024,636
8427,Equifax,2022,804
8428,Yellow Banana,2024,502
8429,Experian,2023,723
8430,Experian,2023,764
8431,Yellow Banana,2022,401
8432,TransUnion,2024,489
8433,Equifax,2020,541
8434,Equifax,2022,347
8435,Experian,2021,690
8436,Experian,2023,545
8437,Experian,2021,760
8438,Experian,2022,496
8439,TransUnion,2022,308
8440,Experian,2021,672
8441,TransUnion,2020,495
8442,Experian,2021,790
8443,TransUnion,2022,418
8444,TransUnion,2020,799
8445,Experian,2023,607
8446,Equifax,2024,354
8447,Equifax,2020,631
8448,Yellow Banana,2021,594
8449,Yellow Banana,2023,505
8450,Yellow Banana,2020,653
8451,Equifax,2021,401
8452,Yellow Banana,2022,512
8453,Equifax,2024,467
8454,Equifax,2023,510
8455,Equifax,2023,577
8456,Experian,2022,780
8457,TransUnion,2020,533
8458,TransUnion,2021,390
8459,TransUnion,2024,595
8460,TransUnion,2023,671
8461,Equifax,2021,303
8462,TransUnion,2020,310
8463,Equifax,2023,360
8464,Experian,2020,481
8465,Experian,2022,784
8466,Equifax,2020,644
8467,Yellow Banana,2021,761
8468,Yellow Banana,2024,675
8469,Yellow Banana,2020,419
8470,TransUnion,2022,308
8471,Yellow Banana,2022,783
8472,Equifax,2022,678
8473,Experian,2023,624
8474,Yellow Banana,2022,695
8475,Yellow Banana,2024,346
8476,Experian,2022,784
8477,Equifax,2024,683
8478,TransUnion,2024,345
8479,Equifax,2023,507
8480,Experian,2023,691
8481,TransUnion,2024,340
8482,TransUnion,2024,394
8483,Equifax,2021,312
8484,TransUnion,2024,607
8485,Experian,2023,807
8486,Yellow Banana,2024,752
8487,Equifax,2020,660
8488,TransUnion,2021,603
8489,Equifax,2020,543
8490,TransUnion,2022,418
8491,Equifax,2022,313
8492,TransUnion,2021,372
8493,Experian,2020,441
8494,Experian,2024,593
8495,Equifax,2020,459
8496,Yellow Banana,2024,322
8497,Equifax,2024,300
8498,Yellow Banana,2020,795
8499,TransUnion,2021,683
8500,Yellow Banana,2024,592
8501,Yellow Banana,2022,498
8502,Experian,2023,800
8503,Yellow Banana,2020,537
8504,Yellow Banana,2023,842
8505,Equifax,2021,724
8506,Equifax,2023,611
8507,Experian,2021,400
8508,TransUnion,2020,434
8509,Experian,2022,547
8510,Experian,2020,808
8511,Experian,2021,502
8512,Yellow Banana,2023,578
8513,Experian,2024,698
8514,TransUnion,2021,606
8515,Equifax,2020,457
8516,Yellow Banana,2024,440
8517,TransUnion,2021,533
8518,Yellow Banana,2022,491
8519,Equifax,2023,833
8520,Experian,2023,706
8521,Yellow Banana,2024,525
8522,Yellow Banana,2023,759
8523,TransUnion,2021,835
8524,Yellow Banana,2020,612
8525,Experian,2022,545
8526,Experian,2023,546
8527,Experian,2022,666
8528,Yellow Banana,2022,420
8529,Experian,2020,749
8530,Experian,2023,746
8531,Equifax,2020,649
8532,TransUnion,2020,791
8533,Yellow Banana,2024,504
8534,Yellow Banana,2022,679
8535,Yellow Banana,2024,331
8536,Yellow Banana,2021,437
8537,Yellow Banana,2024,402
8538,Equifax,2022,677
8539,Yellow Banana,2023,789
8540,TransUnion,2023,413
8541,Equifax,2024,542
8542,TransUnion,2020,363
8543,Experian,2020,421
8544,Experian,2020,527
8545,Equifax,2023,673
8546,TransUnion,2022,542
8547,TransUnion,2021,397
8548,Yellow Banana,2024,388
8549,TransUnion,2020,729
8550,Yellow Banana,2022,737
8551,Equifax,2022,559
8552,Yellow Banana,2023,806
8553,TransUnion,2020,438
8554,Yellow Banana,2023,595
8555,Experian,2024,678
8556,Yellow Banana,2022,329
8557,Experian,2023,671
8558,Equifax,2022,691
8559,TransUnion,2023,801
8560,Equifax,2023,338
8561,Experian,2023,599
8562,Equifax,2022,699
8563,Yellow Banana,2020,814
8564,Yellow Banana,2023,548
8565,Experian,2024,620
8566,Equifax,2020,384
8567,TransUnion,2021,484
8568,Equifax,2020,525
8569,Equifax,2021,531
8570,Yellow Banana,2022,765
8571,Equifax,2022,346
8572,Yellow Banana,2023,548
8573,Experian,2023,660
8574,TransUnion,2023,433
8575,TransUnion,2024,641
8576,TransUnion,2023,503
8577,Experian,2020,456
8578,Equifax,2022,400
8579,Experian,2023,400
8580,Experian,2020,320
8581,Yellow Banana,2021,491
8582,TransUnion,2022,547
8583,Equifax,2021,769
8584,Experian,2023,476
8585,Equifax,2021,328
8586,Equifax,2023,784
8587,TransUnion,2024,807
8588,Yellow Banana,2021,847
8589,Experian,2021,317
8590,Equifax,2022,829
8591,Yellow Banana,2024,748
8592,Experian,2022,311
8593,TransUnion,2023,433
8594,Experian,2022,423
8595,Yellow Banana,2021,733
8596,TransUnion,2024,376
8597,TransUnion,2020,664
8598,TransUnion,2021,328
8599,Yellow Banana,2020,305
8600,Equifax,2023,351
8601,TransUnion,2023,464
8602,TransUnion,2021,541
8603,TransUnion,2023,303
8604,TransUnion,2020,374
8605,Equifax,2021,322
8606,Yellow Banana,2021,567
8607,Yellow Banana,2024,741
8608,Equifax,2022,583
8609,Yellow Banana,2023,664
8610,Experian,2020,778
8611,Equifax,2023,394
8612,Equifax,2021,757
8613,Experian,2024,821
8614,Equifax,2022,710
8615,Experian,2022,746
8616,Equifax,2021,320
8617,Yellow Banana,2021,442
8618,Equifax,2021,673
8619,TransUnion,2023,704
8620,Yellow Banana,2023,762
8621,Yellow Banana,2020,438
8622,Experian,2022,454
8623,Experian,2022,478
8624,Equifax,2024,816
8625,Equifax,2023,761
8626,Experian,2022,587
8627,Equifax,2020,819
8628,Equifax,2020,551
8629,TransUnion,2022,815
8630,Equifax,2022,699
8631,Experian,2023,793
8632,Experian,2022,792
8633,Experian,2024,356
8634,Experian,2021,361
8635,Yellow Banana,2024,814
8636,Experian,2023,575
8637,Experian,2023,825
8638,Equifax,2021,386
8639,Equifax,2020,302
8640,Equifax,2022,547
8641,Equifax,2021,727
8642,Equifax,2020,470
8643,Equifax,2022,816
8644,TransUnion,2023,402
8645,Experian,2023,345
8646,Equifax,2022,829
8647,Experian,2021,660
8648,Yellow Banana,2022,561
8649,Equifax,2023,411
8650,Yellow Banana,2023,337
8651,Experian,2023,849
8652,Yellow Banana,2024,767
8653,Experian,2021,495
8654,Experian,2024,474
8655,TransUnion,2023,309
8656,Yellow Banana,2023,513
8657,TransUnion,2023,362
8658,TransUnion,2023,300
8659,Yellow Banana,2020,414
8660,TransUnion,2021,837
8661,Yellow Banana,2022,626
8662,TransUnion,2021,417
8663,TransUnion,2023,421
8664,Experian,2024,546
8665,Yellow Banana,2022,347
8666,Yellow Banana,2020,709
8667,Yellow Banana,2023,342
8668,Yellow Banana,2021,433
8669,Yellow Banana,2024,549
8670,Yellow Banana,2024,502
8671,TransUnion,2021,573
8672,Experian,2023,519
8673,TransUnion,2024,595
8674,Experian,2022,650
8675,Experian,2023,406
8676,TransUnion,2023,805
8677,TransUnion,2023,369
8678,Yellow Banana,2021,598
8679,Equifax,2024,350
8680,TransUnion,2021,839
8681,Experian,2020,485
8682,Equifax,2020,829
8683,Experian,2023,562
8684,TransUnion,2020,533
8685,Yellow Banana,2020,758
8686,Experian,2021,570
8687,Equifax,2024,458
8688,Equifax,2024,565
8689,Yellow Banana,2022,727
8690,Experian,2021,847
8691,Yellow Banana,2024,474
8692,Equifax,2020,370
8693,Yellow Banana,2020,549
8694,Yellow Banana,2022,449
8695,Equifax,2024,847
8696,Experian,2022,679
8697,TransUnion,2021,433
8698,Experian,2021,718
8699,Yellow Banana,2020,383
8700,Yellow Banana,2023,392
8701,Experian,2020,324
8702,Yellow Banana,2021,459
8703,Experian,2024,417
8704,Experian,2022,846
8705,Yellow Banana,2021,508
8706,TransUnion,2024,613
8707,Equifax,2024,776
8708,Yellow Banana,2022,738
8709,TransUnion,2020,458
8710,Yellow Banana,2020,817
8711,Experian,2022,679
8712,Yellow Banana,2023,627
8713,TransUnion,2024,556
8714,Equifax,2020,796
8715,Yellow Banana,2022,677
8716,Yellow Banana,2021,733
8717,Equifax,2023,347
8718,Experian,2022,655
8719,Experian,2021,766
8720,TransUnion,2021,834
8721,Yellow Banana,2022,809
8722,TransUnion,2020,442
8723,Experian,2021,521
8724,Equifax,2020,787
8725,Experian,2021,761
8726,TransUnion,2022,560
8727,Equifax,2024,537
8728,Equifax,2020,759
8729,Yellow Banana,2021,312
8730,Yellow Banana,2023,835
8731,Equifax,2023,580
8732,Experian,2024,638
8733,Experian,2020,642
8734,Experian,2023,641
8735,Experian,2024,330
8736,Yellow Banana,2020,630
8737,Equifax,2020,784
8738,TransUnion,2021,819
8739,Equifax,2021,302
8740,Experian,2024,453
8741,Equifax,2023,790
8742,Yellow Banana,2022,311
8743,Yellow Banana,2020,409
8744,TransUnion,2023,392
8745,Experian,2021,304
8746,Equifax,2022,592
8747,Yellow Banana,2022,368
8748,Equifax,2024,508
8749,TransUnion,2020,822
8750,Yellow Banana,2023,384
8751,TransUnion,2022,697
8752,TransUnion,2022,358
8753,Experian,2024,524
8754,Experian,2024,764
8755,TransUnion,2022,359
8756,Experian,2020,336
8757,Equifax,2021,825
8758,Experian,2024,757
8759,TransUnion,2020,595
8760,Yellow Banana,2024,611
8761,Experian,2022,803
8762,Experian,2023,332
8763,Experian,2024,760
8764,Experian,2022,605
8765,Experian,2022,758
8766,Yellow Banana,2023,505
8767,TransUnion,2020,316
8768,Experian,2021,314
8769,Equifax,2021,462
8770,Equifax,2023,614
8771,TransUnion,2023,697
8772,Yellow Banana,2020,504
8773,Experian,2020,483
8774,TransUnion,2020,489
8775,Equifax,2021,785
8776,Experian,2021,453
8777,Equifax,2020,424
8778,Yellow Banana,2021,824
8779,Equifax,2022,801
8780,TransUnion,2022,780
8781,TransUnion,2024,396
8782,TransUnion,2023,356
8783,Experian,2024,688
8784,TransUnion,2022,744
8785,TransUnion,2023,348
8786,Experian,2020,751
8787,Yellow Banana,2022,423
8788,Yellow Banana,2020,430
8789,Yellow Banana,2020,320
8790,TransUnion,2023,793
8791,Experian,2021,625
8792,TransUnion,2021,603
8793,Yellow Banana,2020,542
8794,TransUnion,2024,733
8795,TransUnion,2024,319
8796,TransUnion,2023,503
8797,Experian,2023,609
8798,Experian,2020,755
8799,Yellow Banana,2023,430
8800,Yellow Banana,2024,433
8801,Experian,2023,784
8802,Yellow Banana,2022,520
8803,Experian,2024,715
8804,TransUnion,2021,404
8805,TransUnion,2020,414
8806,TransUnion,2023,758
8807,TransUnion,2023,524
8808,Equifax,2020,759
8809,TransUnion,2024,318
8810,Equifax,2022,617
8811,Experian,2024,577
8812,Equifax,2024,800
8813,Yellow Banana,2021,361
8814,Yellow Banana,2021,605
8815,Yellow Banana,2024,510
8816,Yellow Banana,2022,686
8817,Yellow Banana,2024,766
8818,Yellow Banana,2023,306
8819,TransUnion,2020,623
8820,Experian,2022,589
8821,Experian,2022,792
8822,Experian,2024,848
8823,Experian,2022,368
8824,Yellow Banana,2020,735
8825,TransUnion,2021,412
8826,TransUnion,2020,742
8827,TransUnion,2023,528
8828,Equifax,2022,846
8829,Yellow Banana,2020,405
8830,Yellow Banana,2024,527
8831,Yellow Banana,2024,419
8832,Equifax,2023,850
8833,Equifax,2022,580
8834,Experian,2021,756
8835,TransUnion,2023,833
8836,TransUnion,2021,318
8837,Experian,2022,792
8838,Equifax,2021,764
8839,Experian,2021,710
8840,Experian,2020,672
8841,Experian,2020,579
8842,Yellow Banana,2024,487
8843,TransUnion,2022,675
8844,Experian,2024,488
8845,Yellow Banana,2024,601
8846,TransUnion,2024,387
8847,Yellow Banana,2024,665
8848,Yellow Banana,2023,303
8849,TransUnion,2022,421
8850,Equifax,2022,333
8851,Equifax,2021,693
8852,TransUnion,2024,645
8853,Experian,2020,401
8854,Experian,2024,655
8855,Yellow Banana,2020,446
8856,TransUnion,2020,501
8857,Experian,2021,660
8858,Yellow Banana,2024,599
8859,Equifax,2024,655
8860,Yellow Banana,2024,685
8861,TransUnion,2024,797
8862,Equifax,2020,713
8863,Equifax,2023,315
8864,Yellow Banana,2021,768
8865,Equifax,2022,799
8866,Yellow Banana,2022,376
8867,Equifax,2020,727
8868,Yellow Banana,2024,734
8869,TransUnion,2023,360
8870,Equifax,2024,487
8871,TransUnion,2021,506
8872,TransUnion,2021,752
8873,Experian,2020,333
8874,Experian,2021,717
8875,TransUnion,2023,730
8876,TransUnion,2023,809
8877,Equifax,2020,767
8878,Experian,2023,470
8879,Yellow Banana,2024,739
8880,TransUnion,2024,674
8881,Experian,2022,608
8882,Experian,2023,534
8883,Equifax,2020,456
8884,Experian,2022,732
8885,Experian,2023,350
8886,TransUnion,2022,407
8887,Equifax,2021,571
8888,Yellow Banana,2024,458
8889,Experian,2020,693
8890,TransUnion,2024,818
8891,Yellow Banana,2021,691
8892,TransUnion,2020,727
8893,TransUnion,2024,477
8894,Equifax,2024,544
8895,Equifax,2024,797
8896,Experian,2021,517
8897,Experian,2024,569
8898,TransUnion,2020,815
8899,Experian,2021,496
8900,TransUnion,2022,667
8901,Experian,2021,710
8902,Equifax,2022,821
8903,Experian,2024,494
8904,Equifax,2023,780
8905,Experian,2020,823
8906,Equifax,2024,583
8907,Equifax,2020,324
8908,Yellow Banana,2023,343
8909,Yellow Banana,2021,674
8910,TransUnion,2022,848
8911,Yellow Banana,2024,501
8912,Experian,2023,750
8913,Experian,2022,413
8914,Equifax,2022,542
8915,Yellow Banana,2020,756
8916,Equifax,2020,374
8917,Equifax,2020,438
8918,Equifax,2022,565
8919,TransUnion,2023,820
8920,Experian,2023,648
8921,Equifax,2020,822
8922,Yellow Banana,2023,550
8923,Yellow Banana,2021,405
8924,Experian,2023,789
8925,Experian,2023,580
8926,TransUnion,2023,423
8927,Yellow Banana,2021,476
8928,TransUnion,2022,567
8929,Experian,2023,563
8930,TransUnion,2021,323
8931,TransUnion,2022,322
8932,Equifax,2021,472
8933,Yellow Banana,2020,548
8934,TransUnion,2022,842
8935,Yellow Banana,2022,329
8936,Experian,2020,531
8937,Equifax,2023,342
8938,TransUnion,2024,761
8939,Yellow Banana,2024,487
8940,Equifax,2020,619
8941,TransUnion,2021,374
8942,Yellow Banana,2021,329
8943,Equifax,2022,383
8944,Equifax,2023,806
8945,Experian,2021,788
8946,TransUnion,2023,825
8947,TransUnion,2024,618
8948,Yellow Banana,2022,786
8949,Experian,2020,310
8950,TransUnion,2023,573
8951,TransUnion,2022,528
8952,Yellow Banana,2024,701
8953,Yellow Banana,2021,581
8954,Yellow Banana,2022,697
8955,TransUnion,2023,726
8956,TransUnion,2022,508
8957,Equifax,2022,482
8958,Yellow Banana,2023,674
8959,Yellow Banana,2021,692
8960,Yellow Banana,2021,507
8961,TransUnion,2024,826
8962,Equifax,2023,504
8963,Yellow Banana,2022,383
8964,Equifax,2020,633
8965,Equifax,2023,658
8966,TransUnion,2023,646
8967,Equifax,2023,598
8968,Yellow Banana,2021,497
8969,Experian,2024,835
8970,Equifax,2022,512
8971,Equifax,2023,754
8972,Yellow Banana,2023,326
8973,TransUnion,2020,793
8974,TransUnion,2024,650
8975,Experian,2021,535
8976,TransUnion,2023,363
8977,TransUnion,2021,407
8978,Equifax,2023,789
8979,Experian,2022,554
8980,Yellow Banana,2022,644
8981,Equifax,2022,454
8982,TransUnion,2024,678
8983,TransUnion,2021,374
8984,Yellow Banana,2021,596
8985,Yellow Banana,2020,300
8986,TransUnion,2022,448
8987,Yellow Banana,2022,602
8988,Experian,2024,491
8989,Experian,2020,545
8990,Yellow Banana,2021,447
8991,Equifax,2023,781
8992,Experian,2020,331
8993,Experian,2024,705
8994,TransUnion,2022,496
8995,TransUnion,2022,324
8996,TransUnion,2022,847
8997,Experian,2024,511
8998,Equifax,2020,695
8999,Experian,2022,815
9000,Equifax,2023,342
9001,Equifax,2020,633
9002,Equifax,2023,507
9003,Yellow Banana,2020,463
9004,Equifax,2023,349
9005,Equifax,2020,363
9006,Equifax,2023,318
9007,TransUnion,2022,646
9008,Yellow Banana,2020,421
9009,Equifax,2023,624
9010,Yellow Banana,2021,551
9011,Equifax,2024,689
9012,Yellow Banana,2022,713
9013,Experian,2020,691
9014,Experian,2023,745
9015,TransUnion,2021,325
9016,Experian,2023,685
9017,Equifax,2021,790
9018,Equifax,2022,804
